0_to_6_month_mean_count_penalised_1.5x,0_to_6_month_mean_count_penalised_2x,0_to_6_month_mean_count_penalised_3x,0_to_6_month_mean_count_penalised_5x,0_to_9_month_mean,0_to_9_month_median,0_to_9_month_weighted,0_to_9_month_rat_diff_av,0_to_9_month_sd,0_to_9_month_count,0_to_9_month_mean_count_penalised_2x,0_to_1_year_mean,0_to_1_year_median,0_to_1_year_weighted,0_to_1_year_rat_diff_av,0_to_1_year_sd_adj,0_to_1_year_sd_diff,0_to_1_year_count,0_to_1_year_wd_percent,0_to_1_year_mean_count_penalised_1x,0_to_1_year_mean_count_penalised_1.5x,0_to_1_year_mean_count_penalised_2x,0_to_1_year_mean_count_penalised_3x,0_to_1_year_mean_count_penalised_5x,0_to_1_year_mean_count_penalised_10x,0_to_15_month_mean,0_to_15_month_median,0_to_15_month_weighted,0_to_15_month_rat_diff_av,0_to_15_month_sd,0_to_15_month_count,0_to_15_month_mean_count_penalised_2x,0_to_18_month_mean,0_to_18_month_median,0_to_18_month_weighted,0_to_18_month_rat_diff_av,0_to_18_month_sd,0_to_18_month_count,0_to_18_month_mean_count_penalised_2x,0_to_21_month_mean,0_to_21_month_median,0_to_21_month_weighted,0_to_21_month_rat_diff_av,0_to_21_month_sd
73.28287744,73.36096432,73.51713809,73.82948561,73.16236902,73.62126149,73.20492838,-0.091102089,2.364599692,55,73.43204897,73.27663063,73.60358176,73.17326302,0.059446513,2.509402285,2.557736176,64,0.0,73.40163063,73.46413063,73.52663063,73.65163063,73.90163063,74.52663063,73.31413895,73.62792151,73.21519723,0.196874321,2.626351142,84,73.53235684,73.1823623,73.41000066,73.25208115,0.166177648,2.807300997,111,73.3721939,73.03823796,73.20119496,73.20558053,0.037241345,2.74479213
76.94628277,77.06099064,77.29040637,77.74923784,76.77306241,76.28869463,76.62411321,0.969215993,3.285916804,24,77.18131071,76.210999,75.66253174,76.55701727,0.913551655,3.14987954,3.159107973,31,0.0,76.3906043,76.48040695,76.57020961,76.74981491,77.10902551,78.00705202,76.210999,75.66253174,76.45557084,0.913551655,3.14987954,31,76.57020961,76.210999,75.66253174,76.39965302,0.913551655,3.14987954,31,76.57020961,76.210999,75.66253174,76.36454658,0.913551655,3.14987954
72.79051408,72.88673912,73.07918921,73.46408939,72.2757141,72.75007412,72.45804562,-0.090436187,2.880052882,43,72.58071124,72.27941965,72.58648632,72.39417596,-0.176296395,2.713439285,2.76804274,56,0.0,72.41305027,72.47986558,72.54668089,72.68031151,72.94757275,73.61572585,72.48719037,72.81229884,72.39355675,-0.033073024,2.558386991,73,72.72127266,72.46530116,72.81229884,72.4102225,-0.078150325,2.646311341,91,72.67495812,72.50088974,72.78118648,72.42758987,-0.093447995,2.723933868
71.41527249,71.48395277,71.62131333,71.89603446,71.4820205,71.62879399,71.41736106,-0.16569234,2.938116561,83,71.70154902,71.49001059,71.62879399,71.45024603,-0.17111717,2.919552692,2.934213656,103,0.009708738,71.58854352,71.63780998,71.68707645,71.78560937,71.98267523,72.47533987,71.60477151,71.80829911,71.47128315,-0.107211254,2.881971256,127,71.78224281,71.60882385,71.76831502,71.50474995,-0.164728864,2.853234079,155,71.76946772,71.59593725,71.56182391,71.53686742,-0.20074366,2.892173437
77.65437835,77.75243641,77.94855255,78.34078482,76.93600434,77.28547328,77.04526674,-0.250264241,3.18099307,41,77.24835186,76.81587842,77.08020759,76.99715127,-0.376184343,2.97624204,2.983501332,49,0.0,76.95873557,77.03016414,77.10159271,77.24444985,77.53016414,78.24444985,77.14246669,77.27207262,77.02291387,0.041331513,3.103087911,72,77.37816895,77.23601178,77.28547328,77.10067184,0.346317527,3.163874623,87,77.45043429,77.08193612,77.26162545,77.10543783,0.30236744,3.194963837
71.64435666,71.72060594,71.87310451,72.17810165,71.55951108,71.62003354,71.3983361,-0.323860971,2.507831219,70,71.7985568,71.77815948,72.01210257,71.53434437,-0.127930173,2.427981016,2.428173833,90,0.0,71.88356874,71.93627337,71.98897799,72.09438725,72.30520576,72.83225204,71.65011255,71.74041299,71.59576207,-0.284442347,2.408715816,105,71.84529256,71.76911424,71.95054187,71.63101137,-0.207032309,2.40163672,130,71.94452584,71.84516675,72.03252354,71.67880663,-0.101062171,2.375833273
75.49242675,75.60713462,75.83655035,76.29538182,75.69540323,75.3979978,75.21544073,-1.415653331,2.889601383,28,76.07336771,76.39080127,75.60272662,75.53952553,-0.878592439,3.22471664,3.193529463,37,0.054054054,76.55520026,76.63739975,76.71959924,76.88399823,77.21279621,78.03479114,76.43627584,75.68116755,75.84873536,-0.831118081,3.048810654,42,76.74488254,76.43627584,75.68116755,76.01075766,-0.831118081,3.048810654,42,76.74488254,76.43627584,75.68116755,76.10273585,-0.831118081,3.048810654
73.19090203,73.2623306,73.40518774,73.69090203,73.20996536,72.740183,73.00021207,0.073567342,2.473557412,68,73.45250099,73.01700171,72.740183,73.02995786,-0.166269577,2.732014317,2.757812384,84,0.011904762,73.12611066,73.18066513,73.2352196,73.34432855,73.56254644,74.10809116,72.97637977,72.73853036,73.03347605,-0.254112617,2.690000886,103,73.17344562,73.10242017,72.73853036,73.03836683,-0.172209528,2.771175703,121,73.28423835,73.19529514,72.8225495,73.07132506,-0.085827407,2.725753002
72.25416282,72.3222042,72.45828696,72.73045249,72.07877491,72.26783468,71.93779447,-0.155570835,2.782662817,82,72.29963796,72.07277185,72.26783468,71.97920799,-0.174218941,2.72101704,2.744234081,88,0.0,72.1793722,72.23267238,72.28597256,72.39257292,72.60577364,73.13877543,72.2267923,72.34979355,72.02772563,-0.095798799,2.71367353,104,72.42290843,72.19228923,72.34979355,72.06093618,-0.207291709,2.659446729,130,72.36770083,72.22530995,72.34979355,72.08300892,-0.165348387,2.702834839
72.96742622,73.03365284,73.16610608,73.43101255,72.30319694,71.69211484,72.74005354,0.220916167,2.812306125,84,72.52141483,72.17416867,71.60814772,72.51964508,-0.043916205,2.850812971,2.993308341,97,0.010309278,72.27570329,72.3264706,72.37723791,72.47877252,72.68184175,73.18951484,72.04244397,71.58302874,72.38957878,-0.476219509,2.854594427,125,72.22132941,72.36539276,71.73018222,72.3258021,-0.445243893,2.966456095,151,72.52815045,72.53613243,72.00469767,72.36110992,-0.374025338,2.979969574
73.10676751,73.16926751,73.29426751,73.54426751,73.09052437,72.52415787,73.02067282,0.16335776,2.921061255,89,73.30252394,72.92370547,72.43199166,73.0024625,0.008693122,2.843218376,2.859110469,103,0.009708738,73.0222384,73.07150486,73.12077133,73.21930426,73.41637011,73.90903475,73.0524737,72.50209348,72.98783892,0.156110452,2.873093797,118,73.23658862,72.95006976,72.43903946,72.99198518,0.157129562,2.910818247,149,73.11391615,72.95188356,72.59987433,72.98245027,0.128240775,2.836174495
72.31991676,72.37843733,72.49547848,72.72956077,72.12627425,71.62587679,72.20133809,-0.318746477,1.953069439,93,72.33366459,72.18011125,71.69606546,72.19372537,-0.299574586,1.945300247,1.98707357,97,0.0,72.28164586,72.33241317,72.38318048,72.4847151,72.68778433,73.19545741,72.25796738,71.69668785,72.20428583,-0.269624303,2.117192248,112,72.44694961,72.53816877,72.0375838,72.24867114,-0.016825429,2.240009463,141,72.70659916,72.46545463,71.97996884,72.3051534,0.059268462,2.388617634
74.4662288,74.52599023,74.64551309,74.88455882,74.42236423,74.33512759,74.2598301,0.069180452,2.856703769,92,74.63087864,74.40234889,74.21982036,74.31868361,0.083893763,2.859974116,2.91110313,96,0.010416667,74.50441096,74.555442,74.60647303,74.70853511,74.91265925,75.42296962,74.27887286,73.89969841999999,74.33176968,-0.03706495,2.764324382,110,74.46956538,74.21779717,73.98282795,74.31981504,-0.018453871,2.837933256,138,74.38804848,74.30174284,74.29043331,74.2886945,0.067168862,2.93416415
72.9360372,73.00537472,73.14404977,73.42139987,72.45566461,73.15837348,72.62899497,-0.102310718,2.237687666,72,72.69136687,72.55662953,72.86455622,72.57116798,-0.091025225,2.611482249,2.624731294,85,0.0,72.66509476,72.71932737,72.77355999,72.88202522,73.09895567,73.64128182,72.60221439,72.76973871,72.57319605,-0.075509127,2.526423057,96,72.80633853,72.64050151,72.68641175,72.59065713,-0.105121946,2.479577819,119,72.82384121,72.65514938,72.66468188,72.5975078,-0.226821485,2.556083841
73.50760731,73.57831799,73.71973935,74.00258206,73.70034426,73.68095759,73.44715326,-0.138393813,2.459791725,74,73.93283954,73.64602015,73.68095759,73.52620859,-0.205799992,2.37631421,2.375697527,86,0.0,73.75385292,73.80776931,73.8616857,73.96951847,74.18518402,74.72434788,73.67085363,73.68095759,73.57612917,-0.208896514,2.373952589,108,73.86330372,73.81866621,73.79802136,73.60046157,-0.164792313,2.47395743,126,73.99684037,73.74586029,73.71521995,73.64246435,-0.25635202,2.448193556
72.28341871,72.35146009,72.48754285,72.75970838,72.25020839,72.34979355,72.04459542,-0.050776048,2.817731632,73,72.48429068,72.32057652,72.34979355,72.15682442,0.08817883,2.728812747,2.771697002,89,0.0,72.42657631,72.47957621,72.5325761,72.63857589,72.85057546,73.3805744,72.26470774,72.34979355,72.20055969,0.091267233,2.954046056,107,72.45805504,72.12357771,72.14085426,72.19551289,-0.008671742,2.79126416,131,72.29831853,72.13654196,72.14085426,72.18430196,0.068394876,2.701533043
74.03851663,74.11068541,74.25502298,74.54369811,73.69666691,73.75478925,73.71821054,-0.235036494,2.765797226,68,73.93920254,73.75648504,73.74580482,73.7125035,-0.183721461,2.678612754,2.697152696,75,0.0,73.87195509,73.92969012,73.98742515,74.1028952,74.33383531,74.91118558,73.91114595,73.89045036,73.73973623,-0.045459121,2.775388438,84,74.12936384,73.95805972,73.75478925,73.79301672,-0.023123956,2.722312512,101,74.15706716,73.91575894,73.76377368,73.79231017,-0.070567864,2.891821705
73.1647929,73.23160821,73.36523883,73.63250007,72.70526452,72.84418092,72.86276331,0.115599868,2.375901215,80,72.92887132,72.62935409,72.68124867,72.76750474,-0.008498426,2.577899891,2.615505264,92,0.0,72.73361129,72.7857399,72.8378685,72.94212571,73.15064012,73.67192616,72.60390626,72.7726509,72.72288041,-0.068356611,2.566638271,104,72.8000224,72.75638781,72.96011491,72.71628932,0.026772838,2.657017203,131,72.93112862,72.73874129,72.93847909,72.72199654,0.105934277,2.677720937
72.8197135,72.89188228,73.03621985,73.32489499,72.88041888,72.60048664,72.57388574,-0.289156585,2.668484697,62,73.13441914,72.89812569,72.60048664,72.68615859,-0.237234451,2.586712753,2.63858568,68,0.0,73.0193935,73.08002741,73.14066132,73.26192913,73.50446475,74.11080382,72.95511772,72.74565248,72.75971933,-0.156520631,2.56904398,72,73.19081998,72.86262259,72.73339066,72.80488452,-0.015305675,2.538944905,100,73.06262259,72.82614097,72.6255821,72.8228267,0.099323478,2.566948647
72.41980913,72.48722911,72.62206909,72.89174903,72.12680974,71.62018319,72.1125625,-0.147014218,3.056819047,76,72.35622548,72.13724889,71.60827895,72.1213752,-0.210446737,3.014813896,3.045703937,79,0.0,72.24975768,72.30601208,72.36226647,72.47477526,72.69979284,73.26233679,72.25493525,71.81715047,72.14635135,-0.130950499,2.900618456,95,72.46013092,72.27707767,71.95618974,72.16286699,-0.187684576,2.750187995,121,72.45889585,72.36285992,72.06459563,72.19032425,-0.084908058,2.7737866
72.75472759,72.8203808,72.95168724,73.2143001,72.48844151,72.50149971,72.59790703,0.066082952,2.366736637,73,72.72252381,72.46699148,72.56166362,72.55306288,0.030101857,2.287120442,2.304034717,81,0.0,72.57810259,72.63365815,72.6892137,72.80032481,73.02254704,73.57810259,72.41980834,72.56166362,72.55191577,-0.059025702,2.476586701,103,72.61687419,72.44441776,72.56525953,72.5286996,-0.13009433,2.533662551,134,72.61719145,72.53047693,72.57325245,72.50996966,-0.099368991,2.623206358
73.80747464,73.87202436,74.00112381,74.2593227,73.59218703,73.34676879,73.63647546,0.165269788,2.535672412,81,73.81440925,73.61480565,73.38819356,73.62376188,0.193400239,2.52828158,2.560072099,82,0.012195122,73.72523718,73.78045294,73.8356687,73.94610023,74.16696328,74.71912091,73.5896295,73.42961834,73.62511771,0.237430402,2.524134541,97,73.79269873,73.44529578,73.42961834,73.59339879,0.167932617,2.454760145,121,73.62711396,73.33675265,73.14276958,73.54767644,0.109148122,2.422857015
72.55072512,72.62073912,72.76076713,73.04082315,72.9350298,73.56183832,72.0644498,-0.716439148,3.848805733,71,73.17238613,72.88069915,73.55940969,72.37912129,-0.746545771,3.770288317,3.73843624,75,0.013333333,72.9961692,73.05390423,73.11163926,73.22710931,73.45804942,74.03539969,73.05180518,73.560624,72.5347089,-0.516751385,3.705489788,88,73.2650059,73.11758575,73.5221607,72.67363059,-0.523326228,3.547506561,107,73.31093305,73.03974757,73.30121088,72.77865522,-0.714041326,3.449827705
73.03114491,73.09982519,73.23718575,73.51190688,72.97258736,72.55797894,72.77729325,-0.018242766,2.22007522,73,73.20666965,73.07937937,72.73615202,72.87536561,0.118827721,2.243904221,2.312415639,79,0.0,73.19188816,73.24814255,73.30439695,73.41690574,73.64192332,74.20446727,72.94809647,72.61715734,72.90287243,0.040505501,2.38167355,99,73.14910404,72.89120329,72.53777075,72.88442889,-0.039142055,2.636370167,125,73.07008873,72.77477285,72.48544096,72.8810393,-0.013894973,2.709706889
73.08439807,73.17014736,73.34164595,73.68464312,72.32505979,73.05969398,72.52579174,-0.325058327,3.246024931,59,72.58543761,72.41953338,73.0718722,72.47114773,-0.362309024,3.175593093,3.377619404,63,0.015873016,72.54552154,72.60851561,72.67150969,72.79749785,73.04947417,73.67941495,72.44859492,73.08416421,72.46416632,-0.365533236,3.158856514,64,72.69859492,72.44859492,73.08416421,72.46063959,-0.365533236,3.158856514,64,72.69859492,72.827469,73.10174155,72.50863926,0.027546859,3.389379927
73.16958808,73.24029876,73.38172011,73.66456283,72.77952872,72.5717267,72.87691722,0.290562539,2.8627602,65,73.02759819,72.80906215,72.58731059,72.84830024,0.326024447,2.824386131,2.840745786,67,0.0,72.9312316,72.99231632,73.05340104,73.17557048,73.41990937,74.03075659,72.70142256,72.58731059,72.81457009,0.256865909,2.741423994,84,72.91964045,72.55293044,72.56166362,72.75062317,0.092422933,2.843150285,113,72.74107461,72.55741632,72.56166362,72.69892557,0.09159128,2.774355436
72.31314932,72.37664938,72.50364951,72.75764976,72.33095933,72.07452734,72.21839476,-0.243246218,2.388714435,82,72.55182238,72.33095933,72.07452734,72.2594243,-0.243246218,2.388714435,2.436055797,82,0.0,72.44139085,72.49660661,72.55182238,72.6622539,72.88311696,73.43527459,72.3400485,72.13634889,72.27749254,-0.246708476,2.458385281,94,72.54633275,72.53966732,72.47155901,72.32855352,-0.128678256,2.473267593,118,72.72378224,72.44776767,72.47155901,72.35790272,-0.448546171,2.510333312
72.60080173,72.66822172,72.80306169,73.07274164,72.38570437,72.58261593,72.06782619,-1.171773057,2.914699807,76,72.61512011,72.45079297,72.5717267,72.20936735,-1.19716454,2.930835653,2.853476596,79,0.012658228,72.56330176,72.61955616,72.67581055,72.78831934,73.01333692,73.57588087,72.83667117,73.04319805,72.3277515,-0.90468788,3.026142231,93,73.04406151,73.18068722,73.4363654,72.50810959,-0.559078911,3.030318969,112,73.36966946,73.31469985,73.62825813,72.68738954,-0.388995524,3.04939409
