0_to_10_year_mean,0_to_10_year_rat_diff_av,0_to_10_year_count,0_to_10_year_wd_percent,0_to_10_year_sd_adj,0_to_10_year_sd_diff,0_to_10_year_diff_skew,0_to_10_year_shape,0_to_10_year_scale,0_to_10_year_loc,year_minus_0_mean,year_minus_0_sd,year_minus_0_count,year_minus_0_mean_count_penalised_2x,year_minus_1_mean,year_minus_1_sd,year_minus_1_count,year_minus_1_mean_count_penalised_2x,year_minus_2_mean,year_minus_2_sd,year_minus_2_count,year_minus_2_mean_count_penalised_2x,year_minus_3_mean,year_minus_3_sd,year_minus_3_count,year_minus_3_mean_count_penalised_2x,year_minus_4_mean,year_minus_4_count,year_minus_5_mean,year_minus_5_count,year_minus_6_mean,year_minus_7_mean,year_minus_8_mean,year_minus_9_mean,year_minus_10_mean,4_to_6_month_mean,7_to_9_month_mean,10_to_12_month_mean,13_to_15_month_mean,16_to_18_month_mean,19_to_21_month_mean,22_to_24_month_mean,days_since_median_rd,days_since_first_rd
71.93410319,0.076721237,1216,0.0,2.662913948,2.679970933,0.335883581,1.608977963,3.644379651,-2.392946522,72.80906215,2.824386131,67,73.05340104,72.2764118,2.713291409,60,72.53461069,72.21821415,2.472795793,70,72.45725987,71.9678719,2.510137004,64,72.2178719,72.43092216,30,71.99973597,67,71.43402639,71.25156795,71.96591904,71.7275065,71.84695681,72.60836002,72.79116841,73.76889872,72.23502387,72.37370432,72.84813606,,3136,6450
72.90180372,0.046509492,835,0.00239521,2.649732632,2.582213816,0.383025985,1.758367611,3.584464402,-2.439563085,72.33095933,2.388714435,82,72.55182238,72.54033176,2.646928085,63,72.79230807,74.51203525,2.463057355,53,74.78675638,73.82666221,3.233658246,74,74.05915749,73.00637501,45,71.41307246,92,74.15138264,72.41091887,73.11150415,72.57347454,72.73751707,71.77945749,73.27505914,,72.61133037,73.12575665,72.58659916,,2241,5889
73.47758006,-0.223438673,341,0.002932551,2.912770159,2.887973572,-0.182616838,,,,72.45079297,2.930835653,79,72.67581055,74.73654658,2.711855562,48,75.02522171,73.08061964,2.753645847,73,73.31470193,73.51053673,2.69141124,59,73.77091455,74.00899117,45,74.12098426,37,,,,,,73.46678865,72.14886181,,75.20126985,74.86762532,74.19087443,,920,2161
73.81144392,-0.083427344,405,0.002469136,2.864353534,2.917378596,0.281472049,1.443349946,3.864648924,-2.618070007,73.53075578,2.549952087,75,73.76169589,72.67719134,2.962577232,74,72.90968662,73.92665473,3.281030576,66,74.17283771,74.659398,2.732649233,53,74.93411913,74.52330614,41,74.09496029,69,74.56322742,73.66106777,73.3296947,74.29946278,74.58795269,73.65292672,73.77015449,69.41116101,72.6867742,73.29573318,71.43722656,,961,3881
73.85382495,-0.376166905,689,0.0,3.054399247,2.976063549,0.245054997,1.334365219,3.866855747,-2.845097669,71.46801652,2.35372527,106,71.6622737,73.2446491,3.599335473,66,73.49083208,72.8761746,2.86141879,87,73.0905971,73.85738371,2.735636844,61,74.11345747,72.46889325,46,73.7352561,80,74.95759024,75.39932892,75.56570048,78.15620026,75.82170885,72.49294309,71.50514213,72.07719293,74.52621061,73.46486656,73.83689228,72.01712122,1578,4580
72.4519243,0.076089787,434,0.0,3.316470077,3.296976817,-0.039064032,,,,73.07326962,3.779692198,93,73.28065996,72.00831007,2.627779264,88,72.22151079,72.00418817,2.97253402,74,72.23668344,72.32723673,3.351641344,55,72.59691668,72.65942704,66,72.25921937,34,73.82889563,,72.18812954,71.55322064,,73.53942536,73.427685,73.11880399,71.74910342,72.08979786,72.65280831,,857,3490
72.89059807,-0.172758723,698,0.017191977,2.885435913,2.949204317,0.467288428,2.049105236,4.23117159,-3.206734154,72.87466541,2.698484674,77,73.10258656,71.9626209,3.070774022,25,72.3626209,72.51199739,3.128195615,67,72.75633628,72.13575937,2.87169546,41,72.4481069,74.09058679,17,73.3801312,53,73.38025096,73.47612054,72.24086616,73.24130241,73.66958399,72.26325352,72.97625331,73.79084979,,,71.73587994,,2635,7094
72.06613486,-0.148967994,312,0.0,3.101651918,3.067702936,0.738470072,3.535740986,4.78784105,-3.824919655,71.41334888,2.917670051,88,71.62654959,72.69675471,3.470633863,81,72.91897693,72.10799968,3.09855278,86,72.32366523,70.35692462,2.947892279,33,70.70507993,73.43285048,6,74.61929549,5,74.79909523,77.24984528,74.86444899,73.99122159,,72.67709629,73.84484179,73.43499644,72.83735728,73.33763026,72.15113855,,612,3475
72.21080962,0.078244521,1345,0.000743494,2.698922348,2.696210923,0.320762728,1.562393324,3.640914836,-2.368530398,73.12105314,2.856321952,75,73.35199325,72.15536655,2.670954125,83,72.37489507,72.34466313,2.357300938,56,72.61192437,72.52990732,2.691658966,76,72.75932305,72.08230397,63,72.74990659,70,71.95254223,72.3844704,71.77780824,71.54660147,72.09865196,73.93704769,72.96885858,71.55507147,72.03391764,72.63757821,71.72469559,,3089,7437
72.82338223,-0.285735868,238,0.0,2.755504796,2.791647304,0.058189457,0.698619221,3.138473182,-1.719862517,72.77453468,2.878918179,75,73.00547479,72.7697132,2.417294421,71,73.00706954,72.52875109,3.044780369,64,72.77875109,73.76375581,2.921673912,28,74.14172029,,0,,0,,,,,,72.18207461,72.982158,74.93300062,73.09522307,71.67363323,73.22214582,71.966078,521,1304
73.02336904,-0.194254979,441,0.0,2.763985931,2.791717236,0.048763732,0.652258304,3.101921897,-1.546377138,72.40747443,2.675359617,86,72.62313997,72.38300434,2.761479508,80,72.60661113,72.9447711,2.727640025,69,73.18554281,73.96636225,2.520434049,60,74.22456114,72.29713705,43,74.09408114,71,73.26156989,73.14946058,73.52987095,,,72.54299358,72.86109836,70.27332771,71.96465478,72.31131925,72.76929589,79.03022864,967,3216
74.68622708,-0.308380876,268,0.003731343,3.098177602,3.092095302,-0.036080649,,,,73.93801869,2.805879499,67,74.18235758,74.47949465,3.158394358,60,74.73769354,74.73397271,3.149065076,55,75.00365266,75.19856369,3.093295029,55,75.46824363,75.78034379,29,,0,,,,,,74.28891522,74.93907734,,74.36465759,75.86754637,73.36493393,,801,9992
