0_to_10_year_mean,0_to_10_year_rat_diff_av,0_to_10_year_count,0_to_10_year_wd_percent,0_to_10_year_sd_adj,0_to_10_year_sd_diff,0_to_10_year_diff_skew,0_to_10_year_shape,0_to_10_year_scale,0_to_10_year_loc,year_minus_0_mean,year_minus_0_sd,year_minus_0_count,year_minus_0_mean_count_penalised_2x,year_minus_1_mean,year_minus_1_sd,year_minus_1_count,year_minus_1_mean_count_penalised_2x,year_minus_2_mean,year_minus_2_sd,year_minus_2_count,year_minus_2_mean_count_penalised_2x,year_minus_3_mean,year_minus_3_sd,year_minus_3_count,year_minus_3_mean_count_penalised_2x,year_minus_4_mean,year_minus_4_count,year_minus_5_mean,year_minus_5_count,year_minus_6_mean,year_minus_7_mean,year_minus_8_mean,year_minus_9_mean,year_minus_10_mean,4_to_6_month_mean,7_to_9_month_mean,10_to_12_month_mean,13_to_15_month_mean,16_to_18_month_mean,19_to_21_month_mean,22_to_24_month_mean,days_since_median_rd,days_since_first_rd
74.67518519,-0.190131824,341,0.005865103,2.890167174,2.936954251,0.472709097,2.069218741,4.22194951,-3.223143099,74.42830003,2.879834424,93,74.63569037,74.30258837,3.16075978,71,74.5399447,73.7603852,2.320068138,58,74.02299807,75.33560965,3.316159799,38,75.66005249,76.8843045,10,75.3394115,57,75.91981876,,,,,75.46179381,74.55295616,,73.43218008,73.67714531,75.7545615,,804,2332
72.99481203,-0.083960815,321,0.003115265,2.593827055,2.61078958,0.365753835,1.702794616,3.597628806,-2.559180157,72.55356594,2.580790389,77,72.78148709,72.86636118,2.604908319,71,73.10371752,73.18927202,2.483954333,66,73.435455,72.99143773,2.756484862,58,73.2540506,72.69665732,33,74.89863868,10,,74.93664698,79.74021656,,,73.41491963,71.47437699,74.76030475,72.954461,72.59282366,72.91672227,72.21707617,798,2906
74.81511306,-0.271222367,267,0.007490637,2.890290787,2.912959543,0.520149244,2.254844182,4.25799821,-3.376897086,73.65840314,2.375178041,83,73.87793166,73.87167818,2.803819567,61,74.12775194,74.95144921,3.667088356,49,75.2371635,75.18685828,2.981211151,15,75.70325606,77.4001588,36,76.31319585,17,78.6102376,,,,,74.14481276,73.89311493,73.10267669,73.25685097,76.03432629,73.18568999,72.94833576,580,2346
71.4822751,0.185485787,1303,0.0,2.635053519,2.664719651,0.23605082,1.3074338,3.444881823,-1.997741173,72.3476261,2.734551846,86,72.56329164,71.8806189,2.663235016,64,72.1306189,71.68728826,2.299501943,18,72.15869278,72.11271841,2.156889214,72,72.34842067,71.71769636,50,70.73166128,108,71.1831888,71.57857226,71.21013041,71.17802524,70.30139215,72.48880097,72.87356501,71.31121164,71.36589039,71.67471165,71.81980011,,3038,6020
74.24718181,-0.180992894,655,0.00610687,2.747687982,2.761300327,0.232211076,1.295936533,3.561934809,-2.431015136,73.79985735,2.630210183,77,74.0277785,72.4722161,2.305747397,72,72.70791836,73.95291828,2.952226312,63,74.2048946,74.8622632,3.251653593,55,75.13194314,75.72671877,12,75.11125479,55,73.55567684,74.65157011,74.92229454,75.47154197,74.79725317,74.71044473,73.40622283,71.98623316,72.11147273,72.10445407,72.60781218,,2093,5309
73.54503339,-0.017931965,714,0.0,2.841197943,2.88229021,0.099640325,0.869728248,3.383138031,-1.789379419,73.71433716,2.703129137,69,73.95510887,74.18713739,3.140979742,51,74.4671934,73.46876908,2.73639257,53,73.74349021,73.71931614,2.712117205,54,73.99148166,74.08327129,20,73.33214692,61,72.48712071,73.60101894,74.0461042,73.3650852,73.85818925,74.05233141,73.95099948,74.69922236,75.34421119,74.06267403,75.76842678,,2427,4823
72.10324673,0.086714068,632,0.003164557,2.644760291,2.665311876,0.149894574,1.042388263,3.259888731,-1.790248143,72.6529101,2.59482075,89,72.86490967,72.92261482,2.821871525,67,73.16695371,72.3493848,2.921244496,68,72.59192042,72.3835929,2.791919247,89,72.59559248,73.34930902,45,70.79393029,76,70.98800164,72.18307754,72.24076931,,,73.47977798,71.12044281,74.60239949,72.40880627,73.25921781,72.94021857,,1462,5267
74.40582472,0.042297271,445,0.008988764,2.733262158,2.759098092,0.137509575,1.00185987,3.343198254,-1.845651956,73.9467406,2.723991105,60,74.20493949,74.07401924,2.6255835,70,74.31306496,74.13141815,2.980714017,56,74.39867939,73.42364084,2.305404722,23,73.84066967,74.01537545,21,74.51926588,69,74.97498302,75.80792681,76.20390453,71.74587117,73.34388715,73.98616225,71.95609039,75.03028769,74.34987414,74.38651082,73.90138262,71.80764084,1575,5837
75.79183083,0.08132573,387,0.0,2.903685907,2.98820097,0.131463716,0.98168386,3.603712798,-1.932973377,76.54457002,2.444716149,31,76.90378063,75.83474877,2.69646686,50,76.11759148,75.89017816,2.537090177,26,76.28241043,79.89518472,2.047179153,9,80.56185139,75.73377419,33,74.8953717,61,75.41431942,75.8635927,75.86737572,77.13716223,,77.03642269,74.726328,76.28161429,77.8462277,75.77267385,75.51589719,76.34358246,2035,3298
72.97699533,-0.09860522,484,0.0,2.612687056,2.653329195,0.081147854,0.798290087,3.059294623,-1.621473492,72.99120022,2.604448803,65,73.23926969,72.73873096,2.563349854,56,73.0059922,72.43230814,2.792468181,84,72.65052603,74.11520618,2.50229595,54,74.38737171,73.61551134,26,72.49533891,60,72.80597627,73.33822264,72.58800379,73.0483886,,72.51862164,74.19021051,74.12040407,,72.45569157,72.37394431,,1300,3444
72.86689362,-0.147751228,390,0.002564103,2.716983261,2.738976466,0.091466427,0.838893467,3.19038284,-1.783767911,72.13493733,2.986384508,76,72.36435306,72.63290948,2.449917265,66,72.87909246,72.4321054,2.667980619,63,72.68408172,72.96324722,2.343976717,64,73.21324722,73.81040398,30,73.23842877,63,73.96021554,75.56893851,75.04107076,75.48334605,73.56268635,72.25228063,71.81762402,,72.52733076,73.07291797,73.12564558,,964,3856
73.15431391,-0.081572801,795,0.001257862,2.593468379,2.619277657,0.108483175,0.901990587,3.098905431,-1.737652337,72.47557852,2.323096053,78,72.70203393,72.59640413,2.945594018,78,72.82285954,72.79093383,2.431915126,84,73.00915172,72.82721149,2.117344429,69,73.06798319,72.77131118,51,72.945083,67,72.9897875,74.44549965,73.51999334,74.30261043,75.37523255,71.97285021,71.95951677,,71.36219312,72.35678098,73.77405427,,2009,6320
74.23287507,-0.087437654,404,0.002475248,2.608809777,2.65017428,0.058750764,0.701257754,2.981420452,-1.453250303,73.65255541,2.544966404,79,73.87757299,72.97494741,2.224426234,61,73.23102117,73.15843774,2.985652777,72,73.39414,74.10085729,2.872435006,57,74.36576376,75.25041366,3,76.32676636,21,76.60121204,74.28999561,76.4325696,76.40517994,,73.68709908,74.10029513,75.44691415,73.18193759,72.70931317,72.66992001,,984,5271
74.2281259,-0.286524028,407,0.002457002,3.343082435,3.331712641,0.166613242,1.095700192,4.123989956,-2.716952803,73.10518063,3.658352719,72,73.34088289,73.22909093,3.043788813,63,73.48106725,74.43518362,3.105036381,61,74.69125738,74.16743928,3.168307608,58,74.43005214,74.93925453,39,75.25805592,85,74.85283919,,75.55010017,76.67262399,72.42691823,73.11954636,74.32738342,70.41711987,74.87824565,73.59881839,72.39148343,,1148,4543
72.70736789,0.077460388,288,0.0,2.710505522,2.730239747,-0.000594682,,,,73.08585004,2.263167653,76,73.31526578,72.55475739,3.130342849,75,72.7856975,72.57253196,2.841141902,80,72.79613876,72.26249259,2.511208345,37,72.59129056,71.61116487,2,71.52592797,6,71.9792146,73.72561622,77.48510303,77.9724161,80.59521459,73.48180293,73.43560307,74.75763086,72.32702381,73.61204095,71.73361068,,623,3850
72.53542359,0.064832927,1110,0.000900901,2.599430842,2.608276454,0.070694082,0.754785144,2.974439724,-1.364917265,72.95481154,2.545260084,73,73.18889383,72.79554073,2.823125772,43,73.10053787,72.05889752,2.423100322,68,72.30143315,71.98863841,2.3254075,67,72.23297729,72.40035188,38,72.01242458,76,71.910024,72.83087621,73.45553873,73.5740306,72.10798618,72.05031598,72.99977337,73.62649168,,72.48542288,73.25148041,,3408,6580
73.41901953,-0.101067286,694,0.007204611,3.007665612,3.084299656,0.22944726,1.287654385,3.972271211,-2.604272073,72.307762,3.196402944,60,72.56596089,74.80438781,3.819569379,13,75.359088,72.58099628,2.939288309,76,72.81041202,72.88374013,2.467146541,72,73.11944239,73.07929525,49,73.15243414,64,73.23335225,74.40809661,74.2679981,74.36522498,76.10755267,74.42587634,71.28795283,74.11351642,,,74.3710077,,2281,4389
72.90654875,0.108958078,335,0.002985075,2.829028635,2.786428227,0.152646753,1.051265039,3.414910495,-1.865233256,73.56863938,3.414696263,74,73.80113466,72.405294,2.030157174,59,72.66567182,72.23393706,2.488087289,69,72.47470877,72.71919752,2.821249263,70,72.95824324,73.33867526,33,73.14164409,22,77.1403852,,76.46328538,75.4518973,77.60608124,72.57175314,73.40020037,73.62486068,73.31377786,71.92481225,72.40347965,,866,3850
71.9302016,0.075881408,1213,0.0,2.710703187,2.729845997,0.335880971,1.608969875,3.712198236,-2.439741093,72.80232937,2.885258975,64,73.05232937,72.2764118,2.713291409,60,72.53461069,72.21821415,2.472795793,70,72.45725987,71.9678719,2.510137004,64,72.2178719,72.43092216,30,71.99973597,67,71.43402639,71.25156795,71.96591904,71.7275065,71.84695681,72.32811498,72.42428175,73.76889872,72.33071813,72.24509849,72.84813606,,3135,6447
72.88918627,0.037332885,832,0.002403846,2.653362066,2.582556304,0.386003953,1.768061835,3.589400494,-2.4554966,72.29393161,2.40105589,79,72.51894919,72.54033176,2.646928085,63,72.79230807,74.51203525,2.463057355,53,74.78675638,73.82666221,3.233658246,74,74.05915749,73.00637501,45,71.41307246,92,74.15138264,72.41091887,73.11150415,72.57347454,72.73751707,71.66396295,73.39372323,,72.61133037,73.01396021,72.58659916,,2239,5886
73.12025249,-0.081481232,237,0.0,2.603407064,2.690554366,0.284944463,1.453784478,3.570461078,-2.428630463,72.60986458,2.815190064,66,72.85604756,73.60717077,2.319993222,48,73.89584591,73.16223085,2.576689516,57,73.42713732,73.46465625,2.629988819,36,73.79798958,73.04848598,19,72.31585411,7,,,,74.37854024,,72.74164595,70.73937275,71.42307873,73.43612899,73.31092498,,,809,4587
73.45909202,0.136655141,443,0.004514673,2.796013946,2.835720539,0.123540512,0.954789525,3.398068827,-1.735659143,74.22664782,3.168434567,51,74.50670384,73.20727038,2.773742588,57,73.47217685,73.23644024,2.392204059,63,73.48841655,73.4157926,2.647805664,49,73.70150688,73.25070262,20,73.21355468,58,73.62106014,73.05185108,74.77368356,73.0619066,,75.22278927,73.21801291,,72.15210569,73.21510368,73.30129746,,1496,4214
73.51304331,-0.195069977,338,0.00295858,2.905135673,2.89666905,-0.188011717,,,,72.56798003,2.892504851,76,72.79739577,74.73654658,2.711855562,48,75.02522171,73.08061964,2.753645847,73,73.31470193,73.51053673,2.69141124,59,73.77091455,74.00899117,45,74.12098426,37,,,,,,73.46678865,71.84783611,,75.41587722,74.86762532,73.94964771,,928,2158
74.62187671,-0.138325891,374,0.002673797,3.054103619,3.013705721,0.042321577,0.617878277,3.319778429,-1.530628534,73.6219326,3.046963453,61,73.87800636,73.9990017,2.848216717,55,74.26868164,75.62827459,3.096023387,51,75.90833061,75.29325283,2.735814968,32,75.64680622,75.80227437,24,74.33800518,65,74.76629887,74.77489822,,,,74.92811151,72.03487169,,74.92798435,74.16807688,73.5431704,,1286,2745
73.80495733,-0.095821409,402,0.002487562,2.83912559,2.904840375,0.279258193,1.436703504,3.843691828,-2.612936676,73.48302383,2.523922988,72,73.71872609,72.67719134,2.962577232,74,72.90968662,73.92665473,3.281030576,66,74.17283771,74.659398,2.732649233,53,74.93411913,74.52330614,41,74.09496029,69,74.56322742,73.66106777,73.3296947,74.29946278,74.58795269,73.69522188,73.77015449,69.41116101,72.6867742,73.29573318,71.13096377,,959,3878
73.87178301,-0.365807566,686,0.0,3.039086194,2.971868366,0.239632419,1.318150391,3.849733017,-2.81293705,71.51464409,2.370355699,103,71.71170994,73.2446491,3.599335473,66,73.49083208,72.8761746,2.86141879,87,73.0905971,73.85738371,2.735636844,61,74.11345747,72.46889325,46,73.7352561,80,74.95759024,75.39932892,75.56570048,78.15620026,75.82170885,72.49294309,71.34643399,72.07719293,74.52621061,73.9470099,73.77671492,72.61297592,1579,4577
72.44300354,0.070831033,431,0.0,3.227195431,3.210043627,-0.030847467,,,,73.05126057,3.661996745,90,73.26207908,72.00831007,2.627779264,88,72.22151079,72.00418817,2.97253402,74,72.23668344,72.32723673,3.351641344,55,72.59691668,72.65942704,66,72.25921937,34,73.82889563,,72.18812954,71.55322064,,73.41362429,73.30772249,73.11880399,71.8466824,72.08979786,72.87349047,,880,3487
72.89024986,-0.176253212,695,0.017266187,2.910058399,2.970657308,0.467343161,2.049307318,4.262035372,-3.232417585,72.87150206,2.74842178,74,73.10399734,71.9626209,3.070774022,25,72.3626209,72.51199739,3.128195615,67,72.75633628,72.13575937,2.87169546,41,72.4481069,74.09058679,17,73.3801312,53,73.38025096,73.47612054,72.24086616,73.24130241,73.66958399,72.41289593,73.51626548,73.79084979,,,71.42114369,,2652,7091
72.91495288,-0.012828116,814,0.002457002,2.688342941,2.722858928,0.106612829,0.895252624,3.216146931,-1.724447331,73.05221659,2.319098992,60,73.31041548,73.05168966,3.072065442,74,73.28418494,72.64688035,2.460241072,74,72.87937563,72.30931954,2.926658521,66,72.55550252,73.64736677,20,73.75063066,77,73.22503987,73.01685364,72.86148644,72.30575292,73.46936316,72.93245639,73.54670636,75.22402882,73.23138609,72.31126394,72.58079198,74.49859275,2373,6418
74.13909355,0.468096147,226,0.0,2.870275258,2.735689853,0.46963892,2.057801905,3.928225449,-2.350938475,76.34179081,3.166649983,29,76.71318148,,,0,,74.85466449,2.232271178,26,75.24689676,74.30626797,2.360781092,38,74.63071082,73.98050361,16,72.67586454,54,75.02018696,73.55988994,,,,77.04207888,,74.44750015,,,,,1908,2813
72.97358287,-0.065995537,722,0.002770083,2.67856709,2.691464873,0.082217703,0.802598397,3.106635223,-1.617510682,72.21985183,2.680850567,51,72.49990785,72.66069802,2.778411354,70,72.89974374,73.06755433,2.672316586,30,73.4327027,73.17621871,2.834925717,27,73.56111889,73.69508264,30,72.87014802,54,73.16803888,74.0667596,73.02549857,72.83037626,73.35885222,73.46535797,71.63928659,72.15112319,73.19180271,72.38626763,73.21259384,72.19677955,3024,6258
72.10086392,-0.119594602,309,0.0,3.100467251,3.086241465,0.730605719,3.467571814,4.806666834,-3.804585738,71.51655971,2.901823697,85,71.73349017,72.69675471,3.470633863,81,72.91897693,72.10799968,3.09855278,86,72.32366523,70.35692462,2.947892279,33,70.70507993,73.43285048,6,74.61929549,5,74.79909523,77.24984528,74.86444899,73.99122159,,72.67709629,73.1911663,73.43499644,72.83735728,73.33763026,72.00148691,,621,3472
72.2116486,0.074105033,1342,0.000745156,2.667178987,2.666771353,0.316613418,1.549698294,3.594125472,-2.33547345,73.0986241,2.815833296,72,73.33432636,72.15536655,2.670954125,83,72.37489507,72.34466313,2.357300938,56,72.61192437,72.52990732,2.691658966,76,72.75932305,72.08230397,63,72.74990659,70,71.95254223,72.3844704,71.77780824,71.54660147,72.09865196,73.83118243,72.82190629,71.55507147,72.19654055,72.63757821,71.70135556,,3087,7434
72.37631454,0.040803515,754,0.0,2.626175094,2.646945704,0.245180137,1.334739315,3.439465326,-2.155466087,72.13517727,2.386648565,93,72.34256761,71.43817387,2.725246317,95,71.64336954,71.97701029,2.867521096,49,72.26272458,71.73850978,2.44790703,72,71.97421204,71.38406494,50,72.90090339,67,73.17006268,73.26079165,74.12579827,72.79940711,73.36019107,71.89515459,72.63308913,73.04562906,71.6129418,70.70208044,70.7633101,,1950,5719
72.80901784,-0.302810405,235,0.0,2.791371671,2.82873616,0.0690511,0.747689168,3.220046806,-1.841300953,72.72561558,2.896246309,72,72.96131784,72.7697132,2.417294421,71,73.00706954,72.52875109,3.044780369,64,72.77875109,73.76375581,2.921673912,28,74.14172029,,0,,0,,,,,,72.37993644,72.982158,74.93300062,73.20879443,71.67363323,73.1450563,72.21837062,544,1301
74.45097683,0.036114692,544,0.0,3.128096158,3.110392153,0.08539169,0.815240041,3.601615823,-1.779676372,75.17657316,2.891376921,56,75.4438344,75.61870033,3.165206188,45,75.91684273,75.99031434,2.883680004,38,76.31475719,73.54593345,3.102027101,57,73.81083992,74.75424643,30,74.14658901,76,74.08255803,73.75344848,73.70319746,75.33487151,76.34239157,75.41120407,76.38994743,74.50990274,75.12974627,74.99818197,75.89138369,73.60655486,2013,3761
73.98832593,-0.157718492,364,0.002747253,2.664100456,2.693326871,0.336838256,1.611937533,3.664134249,-2.642043382,73.19049686,2.612596728,63,73.44247318,72.48746939,2.620206085,66,72.73365238,73.89970182,2.630192257,76,74.12911755,74.26712615,2.948060278,60,74.52532504,74.8364757,28,75.81129225,50,75.46276009,74.93316591,73.99294248,,,73.09287823,72.94780648,74.61431646,73.82602209,72.61953671,71.99313011,,936,4815
73.0305992,-0.192168394,438,0.0,2.739915625,2.762789886,0.05740558,0.694913521,3.103110422,-1.605068369,72.42336754,2.639030945,83,72.64289606,72.38300434,2.761479508,80,72.60661113,72.9447711,2.727640025,69,73.18554281,73.96636225,2.520434049,60,74.22456114,72.29713705,43,74.09408114,71,73.26156989,73.14946058,73.52987095,,,72.55072302,72.86109836,70.27332771,71.96465478,72.76628877,72.76929589,79.03022864,965,3213
74.71009084,-0.296081887,265,0.003773585,3.140196192,3.135888648,-0.046312756,,,,74.00101158,2.850811373,64,74.25101158,74.47949465,3.158394358,60,74.73769354,74.73397271,3.149065076,55,75.00365266,75.19856369,3.093295029,55,75.46824363,75.78034379,29,,0,,,,,,74.28891522,74.93907734,,74.36465759,75.61594875,73.36493393,,804,9989
75.00879084,-0.092194021,560,0.001785714,3.085110263,3.111869161,0.268841866,1.405484954,4.095478877,-2.754752482,73.95284851,3.497791177,55,74.22252846,73.71032374,2.84951763,59,73.97070156,74.21925185,3.083526593,59,74.47962967,73.66080689,2.944362584,58,73.92341976,73.97475775,51,75.28645847,81,77.15507004,76.54190888,75.65650002,76.75184161,,72.52057841,73.95127584,,73.71882166,73.63916967,72.63979093,,1800,3416
73.41023585,-0.20547559,244,0.004098361,2.78162588,2.783562425,0.187204367,1.159714877,3.493490723,-2.316460587,72.73319865,2.500335481,80,72.95680545,73.75502409,2.942574309,50,74.0378668,73.53432521,2.931266044,66,73.78050819,74.00885389,2.72847465,48,74.29752903,,0,,0,,,,,,72.68552081,72.91047215,73.13257928,71.1992111,74.70803355,75.08345443,,609,1352
72.97620484,0.122117367,620,0.0,2.856115972,2.817954653,0.178210831,1.131941434,3.515744066,-1.98016423,73.45545053,2.522914234,66,73.70163351,,,0,,72.93976526,3.040060383,41,73.25211279,72.04367736,2.796180623,78,72.27013277,71.84436041,71,73.02443689,78,72.71119468,73.08891051,73.63497145,74.46076352,73.79229573,73.88744561,73.9304594,,,,,,2046,4927
75.75840315,0.434265494,881,0.002270148,3.159796245,3.084438245,0.247064617,1.340372371,4.012126526,-2.131548211,76.79721076,3.12374465,44,77.09872211,77.22590607,3.372559127,50,77.50874879,,,0,,76.83780252,2.468713333,43,77.14279966,75.59043469,24,74.74791727,76,75.46563226,76.2653439,75.04743749,75.21638515,74.52340201,77.8633856,77.98979447,76.03875491,77.55691432,76.83513563,,75.90202784,3162,6083
73.36468401,-0.247208184,1070,0.002803738,3.455118983,2.869589426,0.173342279,1.116791458,3.568434617,-2.368335748,76.20773987,3.234895007,34,76.55073704,77.69284479,1.910252067,7,78.44877374,,,0,,78.40550907,3.103519746,19,78.86434053,77.6296775,9,74.71685486,16,72.61371724,73.03604789,72.94991396,71.27919951,71.74734041,76.52966728,76.85039229,78.70970403,77.8462277,,,,4289,7371
72.1827033,0.032548992,917,0.003271538,2.908346849,2.941897004,0.181054074,1.140750145,3.677331711,-2.173807853,71.48034943,3.418370863,81,71.70257166,71.48482091,2.502295276,97,71.68789014,72.21667984,2.51131011,74,72.44917512,71.56771236,2.687161516,76,71.7971281,71.6503474,63,70.61416218,105,71.26648698,72.22905235,74.46092433,75.19166752,74.83265163,72.93465753,72.40382914,71.21476512,71.4052344,71.19175118,71.28239002,,2048,5886
74.15476152,-0.057027251,331,0.0,2.883461118,2.907182066,0.111991747,0.914515568,3.450046852,-1.914745131,73.45672319,3.068529579,49,73.74243748,73.70362598,2.801173089,67,73.94796487,73.69890165,2.884783721,81,73.92112387,73.57357218,2.49299086,27,73.95847236,74.16439238,21,74.96497475,43,75.14746592,80.06234292,,,,74.21880074,73.80342244,73.49995515,73.55182946,74.25646591,72.91986514,74.28787681,947,2737
72.11929271,0.10637684,1449,0.0,2.645369353,2.694318986,0.086299857,0.818820076,3.122637307,-1.472074602,72.09426291,2.772826337,81,72.31648513,72.44084221,2.65392121,72,72.67654447,72.78422102,2.548305706,64,73.03422102,73.15012512,2.597354252,77,73.37804627,71.69253347,55,71.48010553,90,72.52666293,71.80171409,71.53665358,72.07963015,72.62979226,72.76962203,72.03672201,73.0521981,73.14364082,72.60565331,72.91485036,74.47402866,3310,7722
72.770786,-0.218888237,247,0.004048583,3.105896624,3.189267758,0.351741254,1.658455359,4.367941876,-3.203429641,72.20418764,2.893558831,93,72.41157798,73.26590447,3.083261654,84,73.48412236,72.79364941,3.221407435,52,73.07099951,73.32160815,3.053860682,18,73.79301267,,0,,0,,,,,,72.63393774,70.66768981,72.55467628,71.85230809,74.34356528,73.48048969,73.63686868,460,1328
73.29382833,-0.106528032,396,0.01010101,2.802324258,2.858836986,0.484698131,2.114446374,4.127470957,-3.083618489,72.91866657,2.792127503,99,73.11967413,72.81385202,2.877067403,85,73.03078248,73.4105574,3.088630551,75,73.64149751,73.55370567,3.293941859,69,73.79447738,73.66328413,43,74.14165253,16,77.10869031,,79.8353767,,76.56348896,72.30526196,74.29601181,71.97016086,75.03534631,73.15973262,72.64391602,70.92479366,789,4153
72.74373376,0.011596053,235,0.0,2.580689175,2.623681728,0.19108114,1.171611373,3.301094357,-1.991780632,72.58762922,2.727711874,71,72.82498555,72.67673782,2.538829323,77,72.90465897,72.6036821,2.454429579,53,72.87840323,72.81858955,2.261586234,26,73.21082182,,0,75.9524982,6,73.97673856,,,,,72.70878701,71.71509469,71.56683068,70.64616183,73.32999412,73.55389539,74.07051068,567,2413
72.60981017,-0.167827791,320,0.0,2.450746613,2.47933208,0.261237218,1.382734244,3.249915337,-2.268985122,72.19933268,1.975869985,93,72.40672302,72.84460953,2.844472707,73,73.07869183,71.82033534,2.499089581,64,72.07033534,72.35038736,2.592266139,46,72.64527127,74.32708235,27,74.69346723,13,71.9517502,,,78.28787121,,71.66113914,72.07579337,71.42307873,72.47188219,73.63055937,72.06371378,,622,3495
74.09224346,-0.189045325,954,0.007337526,3.387188172,3.34451939,0.494445907,2.152014858,4.845434755,-3.69510123,73.75730299,3.395173247,66,74.00348597,74.09452679,2.873251965,57,74.35943327,73.93558449,2.356171001,58,74.19819736,77.00443728,3.664679067,39,77.32469359,77.05664808,28,75.83078194,57,74.08865714,72.92544914,73.08709096,72.99512545,72.83067405,72.70826232,72.39620419,,73.87386953,73.26176457,74.90646865,,3013,5710
74.67631681,-0.190320547,340,0.005882353,2.890170992,2.937340674,0.472039742,2.066724066,4.221476067,-3.22229844,74.42979858,2.895577997,92,74.638313,74.30258837,3.16075978,71,74.5399447,73.7603852,2.320068138,58,74.02299807,75.33560965,3.316159799,38,75.66005249,76.8843045,10,75.3394115,57,75.91981876,,,,,75.46179381,74.55295616,,73.43218008,73.75042666,75.7545615,,803,2331
72.99394346,-0.086584275,320,0.003125,2.610424585,2.626912738,0.368382143,1.711182593,3.623943467,-2.583040909,72.54410291,2.596593579,76,72.77351864,72.86636118,2.604908319,71,73.10371752,73.18927202,2.483954333,66,73.435455,72.99143773,2.756484862,58,73.2540506,72.69665732,33,74.89863868,10,,74.93664698,79.74021656,,,73.25111049,71.43763346,74.76030475,72.954461,72.56724781,72.91672227,72.12128671,797,2905
74.8285631,-0.26225404,266,0.007518797,2.969781682,2.961776976,0.513939616,2.229471334,4.320163483,-3.407359708,73.68792755,2.374420978,82,73.9087906,73.87167818,2.803819567,61,74.12775194,74.95144921,3.667088356,49,75.2371635,75.18685828,2.981211151,15,75.70325606,77.4001588,36,76.31319585,17,78.6102376,,,,,74.14481276,73.85789011,72.64612577,73.04691769,76.03432629,73.18568999,71.51190837,579,2345
71.48005916,0.182888804,1302,0.0,2.641146931,2.672906937,0.237149328,1.31072138,3.457616745,-2.010437907,72.33674221,2.748906359,85,72.55367267,71.8806189,2.663235016,64,72.1306189,71.68728826,2.299501943,18,72.15869278,72.11271841,2.156889214,72,72.34842067,71.71769636,50,70.73166128,108,71.1831888,71.57857226,71.21013041,71.17802524,70.30139215,72.71835408,72.74436262,71.31121164,71.55106035,71.86286364,71.96393152,,3037,6019
74.24533027,-0.187140705,654,0.006116208,2.746443113,2.765630768,0.2347695,1.303598224,3.5727355,-2.448937648,73.78001191,2.641877278,76,74.00942765,72.4722161,2.305747397,72,72.70791836,73.95291828,2.952226312,63,74.2048946,74.8622632,3.251653593,55,75.13194314,75.72671877,12,75.11125479,55,73.55567684,74.65157011,74.92229454,75.47154197,74.79725317,74.71044473,73.54285989,71.98623316,72.11147273,72.30648924,72.60781218,,2092,5308
73.54912494,-0.007725439,713,0.0,2.83564007,2.877275252,0.096253101,0.85707838,3.366682501,-1.755821026,73.75076268,2.706113181,68,73.99329831,74.18713739,3.140979742,51,74.4671934,73.46876908,2.73639257,53,73.74349021,73.71931614,2.712117205,54,73.99148166,74.08327129,20,73.33214692,61,72.48712071,73.60101894,74.0461042,73.3650852,73.85818925,74.05233141,73.87469652,74.69922236,75.34421119,73.31110634,75.76842678,,2427,4822
72.09809421,0.079434911,631,0.003169572,2.639531244,2.661210362,0.153345211,1.053511006,3.263110402,-1.808910637,72.62273737,2.593941066,88,72.83593808,72.92261482,2.821871525,67,73.16695371,72.3493848,2.921244496,68,72.59192042,72.3835929,2.791919247,89,72.59559248,73.34930902,45,70.79393029,76,70.98800164,72.18307754,72.24076931,,,73.47977798,70.76911301,74.64575617,72.40880627,73.30707724,72.80984759,,1462,5266
74.40423374,0.041556543,444,0.009009009,2.74136076,2.768807392,0.134813814,0.992898269,3.347941103,-1.840573966,73.9278496,2.743406533,59,74.18822742,74.07401924,2.6255835,70,74.31306496,74.13141815,2.980714017,56,74.39867939,73.42364084,2.305404722,23,73.84066967,74.01537545,21,74.51926588,69,74.97498302,75.80792681,76.20390453,71.74587117,73.34388715,73.98616225,71.95609039,75.03028769,74.34987414,74.67362397,74.09958699,71.80764084,1574,5836
75.79372338,0.092231326,386,0.0,2.906632823,2.990938125,0.127947641,0.969816061,3.596907505,-1.905775864,76.59401204,2.470695243,30,76.95916041,75.83474877,2.69646686,50,76.11759148,75.89017816,2.537090177,26,76.28241043,79.89518472,2.047179153,9,80.56185139,75.73377419,33,74.8953717,61,75.41431942,75.8635927,75.86737572,77.13716223,,77.03642269,73.16071338,76.28161429,77.8462277,75.61103517,75.8773622,76.34358246,2034,3297
72.974276,-0.103598666,483,0.0,2.612435791,2.658263244,0.083984739,0.809661614,3.073770429,-1.646874785,72.9708997,2.619849283,64,73.2208997,72.73873096,2.563349854,56,73.0059922,72.43230814,2.792468181,84,72.65052603,74.11520618,2.50229595,54,74.38737171,73.61551134,26,72.49533891,60,72.80597627,73.33822264,72.58800379,73.0483886,,72.51862164,74.01028138,74.12040407,,72.5870091,72.1529268,,1300,3443
