1_to_50_rd_mean_days_penalty_5x,1_to_50_rd_mean_days_penalty_10x,1_to_50_rd_mean_days_penalty_15x,1_to_50_rd_mean_days_penalty_20x,1_to_50_rd_mean_days_penalty_30x,1_to_100_rd_mean,1_to_100_rd_median,1_to_100_rd_sd,days_since_100_rd,1_to_100_rd_mean_days_penalty_15x,1_to_200_rd_mean,1_to_200_rd_median,1_to_200_rd_sd,days_since_200_rd,1_to_200_rd_mean_days_penalty_15x,1_to_500_rd_mean,1_to_500_rd_median,1_to_500_rd_sd,days_since_500_rd,1_to_500_rd_mean_days_penalty_15x,0_to_4Week_mean,0_to_4_week_rat_diff_av,0_to_4_week_sd,0_to_4Week_count,0_to_3_month_mean,0_to_3_month_median,0_to_3_month_weighted,0_to_3_month_rat_diff_av,0_to_3_month_sd,0_to_3_month_count,0_to_3_month_wd_percent,0_to_3_month_mean_count_penalised_1x,0_to_3_month_mean_count_penalised_1.5x,0_to_3_month_mean_count_penalised_2x,0_to_3_month_mean_count_penalised_3x,0_to_3_month_mean_count_penalised_5x,0_to_3_month_mean_count_penalised_10x,0_to_6_month_mean,0_to_6_month_median,0_to_6_month_weighted,0_to_6_month_rat_diff_av,0_to_6_month_sd,0_to_6_month_count,0_to_6_month_wd_percent,0_to_6_month_mean_count_penalised_1x
76.61937709,76.35943947,76.09950184,75.83956422,75.31968898,77.0310041,77.24076755,3.173851302,1134,76.58556869,76.27066297,76.10819885,3.149103087,1969.0,75.93262273,75.89084213,75.76415577,3.123511751,3476.0,75.63642205,75.14832026,-1.779290961,2.728620513,6,77.10040295,77.3947708,76.66476058,-0.090889317,2.751198095,20,0.0,77.32400975,77.43581315,77.54761654,77.77122334,78.21843694,79.33647093,77.36020414,77.47066232,77.10465912,0.183792521,3.001748507,26,0.0,77.55632028
71.03410992,70.67513084,70.31615176,69.95717268,69.23921452,71.6425571,71.83783568,2.447212366,438,70.92582937,71.86492603,72.0929477,2.37918587,874.0,71.35754346,71.8426342,71.96355104,2.47571141,2355.0,71.53353648,,,,0,71.55508255,71.63024531,71.58414731,-0.13627717,2.105501471,21,0.0,71.77330044,71.88240938,71.99151833,72.20973622,72.646172,73.73726145,71.4156088,71.63024531,71.41136316,-0.358672368,2.250035243,43,0.0,71.56810737
76.35409626,76.21472259,76.07534892,75.93597525,75.65722791,76.10514796,75.7716396,3.417141433,2351,75.7957874,74.50047273,74.28002999,3.438323409,2820.0,74.21800639,72.97212115,72.77183179,3.332013975,4170.0,72.73983505,76.77826871,0.384922875,1.93429372,2,74.71644853,75.09733317,75.01271269,-1.98273754,1.665988232,11,0.0,75.01795988,75.16871555,75.31947122,75.62098257,76.22400525,77.73156198,75.14830315,75.26306423,74.98903385,-1.788019047,2.507793599,19,0.0,75.37771889
72.69366188,72.32605457,71.95844725,71.59083994,70.85562532,73.00115706,72.73693995,2.713184416,440,72.28606012,73.2212677,73.03934203,2.521889229,934.0,72.73045271,73.80801529,73.56473145,4.726567268,,,,,,0,72.74954196,72.65657217,72.48885754,-0.348986524,2.011127886,20,0.0,72.97314875,73.08495215,73.19675555,73.42036235,73.86757594,74.98560993,72.97661631,72.74501646,72.74892259,-0.158319172,2.329564807,49,0.020408163,73.11947345
71.81137892,71.4486408,71.08590267,70.72316455,69.9976883,72.1758148,72.34979355,2.804762251,479,71.4904473,72.32016725,72.35127996,2.663172686,965.0,71.83730017,72.2545899,72.34979355,2.70355576,2453.0,71.9517295,71.81757857,-0.466270016,2.228031364,24,71.72410992,72.1767039,71.67326164,-0.486963697,2.543831403,34,0.0,71.89560851,71.9813578,72.06710709,72.23860568,72.58160285,73.43909577,72.05003867,72.37342344,71.74258814,-0.206526963,2.715953377,54,0.0,72.18612144
72.44262217,72.07401728,71.70541239,71.3368075,70.59959772,72.16340741,71.60814772,2.846537852,392,71.40579301,72.83250529,72.47052715,3.070598011,950.0,72.34584103,72.75015559,72.37342344,5.498685923,,,72.10307754,-0.093616349,1.955943521,22,73.61775051,72.37342344,73.05301334,1.51998141,3.434192939,29,0.034482759,73.80344585,73.89629352,73.98914119,74.17483652,74.5462272,75.47470389,72.76874637,72.2767704,73.00590505,0.839962355,3.065104793,57,0.01754386,72.90119961
72.57941317,72.20359015,71.82776714,71.45194412,70.7002981,72.95211963,72.41456538,2.886720325,414,72.21490985,72.80616799,72.41456538,2.823021917,848.0,72.29106588,73.32424989,72.96142185,4.745667545,,,73.11123928,0.251272618,3.577933546,26,73.02842257,71.57452404,73.00363586,0.130958085,3.333911174,42,0.0,73.18272592,73.25987759,73.33702927,73.49133262,73.79993932,74.57145607,72.91926751,71.81728145,73.0629997,-0.002123694,2.960725634,64,0.0,73.04426751
71.94149705,71.52337604,71.10525504,70.68713403,69.85089202,72.24809437,71.69668785,2.101769914,436,71.52972465,72.38943438,71.97996884,2.44230601,885.0,71.8852149,72.59898798,72.27420957,4.790066534,,,72.09142622,-0.094574181,1.0842021,24,72.34381467,71.58302874,72.09067806,0.13680752,1.652873229,42,0.0,72.49811802,72.57526969,72.65242137,72.80672472,73.11533142,73.88684817,72.14435504,71.60814772,72.2311897,-0.202883552,1.850904472,73,0.0,72.26139619
73.61233924,73.21201885,72.81169847,72.41137808,71.61073731,74.28421428,73.92251589,2.752305965,469,73.59157864,74.13018625,73.92251589,2.870552513,959.0,73.64581099,74.66578994,74.60430366,4.971877597,,,74.20496039,-0.310043455,2.226955378,26,74.32268778,74.1064746,74.2453561,0.048477407,2.548186635,37,0.0,74.48708676,74.56928626,74.65148575,74.81588474,75.14468271,75.96667765,74.28694451,74.33512759,74.09553422,-0.153847115,2.781872718,70,0.014285714,74.40646737
72.36292198,72.01870779,71.67449359,71.3302794,70.64185101,72.66512387,72.76973871,2.502906317,500,71.99430348,72.84310984,72.83275163,2.579650702,976.0,72.36297154,72.98790567,72.94747127,4.839851678,,,72.47985632,-0.113305748,1.507328937,22,72.7347019,73.40402888,72.55840594,0.260849144,1.860876006,29,0.0,72.92039724,73.01324491,73.10609257,73.29178791,73.66317859,74.59165528,72.72802462,73.32279434,72.62719562,0.132894212,2.159688549,52,0.0,72.86669967
73.28883301,72.93876299,72.58869297,72.23862295,71.53848291,73.67085363,73.68095759,2.373952589,457,72.96918323,74.12142917,73.95813297,2.939732757,1220.0,73.69198042,74.79831652,74.535203,5.542912744,,,73.1072236,-0.612834548,2.133816775,22,73.31257337,72.37342344,73.21741083,-0.463014898,2.169244461,37,0.0,73.47697235,73.55917185,73.64137134,73.80577033,74.1345683,74.95656324,73.29547528,72.69413505,73.27733355,-0.499101492,2.326819145,50,0.0,73.43689663
71.71755648,71.35481835,70.99208023,70.6293421,69.90386585,72.24004699,72.32770535,2.95135792,462,71.54218383,72.14881104,72.13675927,2.607528768,1281.0,71.72971198,71.57853928,71.73665227,2.536808006,2514.0,71.27937577,71.90593135,-0.521627082,2.466819163,22,71.92600962,72.34979355,71.88751747,-0.500737071,2.628297185,34,0.0,72.09750821,72.1832575,72.26900679,72.44050538,72.78350255,73.64099547,72.07929456,72.34979355,71.89497068,-0.304021894,2.759173166,54,0.0,72.21537733
73.19654395,72.85944402,72.52234408,72.18524415,71.51104429,73.73652871,73.62146553,2.887284585,568,73.10714269,73.81046113,73.70783375,2.822173105,1303.0,73.39491518,73.53255201,73.40831411,2.710766077,3367.0,73.27404656,73.63696846,-0.121200108,2.727899475,22,73.59124324,72.99601336,73.57618988,-0.239929237,2.605194634,33,0.0,73.76532089,73.85235972,73.93939855,74.11347621,74.46163152,75.3320198,73.82201028,73.91824017,73.73751935,-0.079352407,2.775978887,48,0.0,73.96634784
72.55066444,72.19442919,71.83819394,71.48195869,70.76948819,72.71750081,72.949297,2.654321515,484,72.03568263,72.56285509,72.6004383,2.711543887,963.0,72.07948685,72.16325315,72.06684061,2.867049912,2429.0,71.85890021,72.74446899,0.093332197,2.396258442,26,72.92097681,73.28245728,72.80902177,0.33709768,2.180522169,43,0.0,73.07347538,73.14972466,73.22597395,73.37847252,73.68346966,74.44596251,72.96434697,73.3062827,72.86250725,0.381358262,2.312967239,56,0.0,73.09797759
72.43819189,72.12869966,71.81920743,71.5097152,70.89073074,72.88308802,72.64683139,2.595329808,570,72.25480716,72.67759043,72.53775122,2.658672439,1129.0,72.23116977,72.9640868,72.92774886,4.2867228,,,72.24330572,-0.875012229,1.834936083,22,72.6453059,71.58526202,72.4060773,-0.485459573,1.949339354,28,0.0,72.83428814,72.92877926,73.02327038,73.21225261,73.59021709,74.53512827,72.60320715,71.62623048,72.48432953,-0.602652259,2.558177295,48,0.0,72.74754472
71.91662961,71.55389149,71.19115336,70.82841524,70.10293899,72.19647713,71.81117326,2.825298185,485,71.51536222,72.38383331,72.21893106,2.735925357,997.0,71.90877854,72.86708223,72.58650939,4.582293791,,,71.54943838,-1.076261835,3.587533791,24,72.0074964,70.50093033,71.66218298,-0.478806667,3.202550198,37,0.0,72.17189538,72.25409488,72.33629437,72.50069336,72.82949133,73.65148627,72.21754917,72.05024749,71.9896352,-0.118679539,3.212345016,55,0.0,72.35238914
72.18300209,71.80823625,71.4334704,71.05870456,70.30917287,72.45044858,72.56166362,2.606048979,471,71.75928506,72.67125802,72.58731059,2.564342555,918.0,72.17618425,72.77528724,72.71304096,2.535408118,2647.0,72.4837364,72.66192429,0.120683948,0.952102343,22,72.88832844,72.58731059,72.88737233,0.430221116,2.284926355,35,0.0,73.05735929,73.14187471,73.22639014,73.39542099,73.73348269,74.57863695,72.55776794,72.56166362,72.70204427,0.115417752,2.434679827,58,0.0,72.68907437
73.24700923,72.87118621,72.4953632,72.11954018,71.36789416,73.51988629,73.47326199,2.525226759,478,72.83380226,73.26165543,73.19085505,2.609119467,990.0,72.78492413,74.26796203,74.23804185,4.750223692,,,74.08541253,0.526792877,2.459261581,22,73.65502023,72.50155205,73.92235554,0.117002252,2.704270248,35,0.0,73.82405108,73.9085665,73.99308193,74.16211278,74.50017448,75.34532874,73.61382547,73.25918393,73.71546781,0.11647304,2.425970319,60,0.016666667,73.74292492
72.1777801,71.83437869,71.49097728,71.14757587,70.46077305,73.08756896,73.52168727,3.544643374,560,72.45370327,73.55315942,73.59904774,3.418808629,1162.0,73.11312343,74.19814655,74.14697174,5.011900711,,,69.97260037,-3.506171987,3.865488834,22,71.47937591,70.66838426,70.44986696,-2.11485441,4.466112283,30,0.0,71.6619501,71.75323719,71.84452428,72.02709847,72.39224684,73.30511777,72.34068311,73.09645622,71.47822335,-1.316200685,4.038966199,51,0.019607843,72.48071112
72.55297439,72.20957298,71.86617157,71.52277016,70.83596734,72.76594221,72.51159609,2.484119817,478,72.07985818,72.67011625,72.45934517,2.714780566,939.0,72.18060975,72.76372513,72.53775122,5.144209105,,,72.7513914,-0.401028063,1.626393204,22,72.61268701,72.34979355,72.63182296,-0.50730245,1.649538541,37,0.0,72.777086,72.85928549,72.94148499,73.10588397,73.43468195,74.25667688,72.82510406,72.37342344,72.68170342,-0.225395857,2.049324913,53,0.0,72.96246463
72.08851297,71.78308936,71.47766574,71.17224213,70.56139491,72.87340415,73.11800341,3.398259342,876,72.36660111,72.76008456,72.83263132,2.959674239,1303.0,72.34453861,73.24756152,73.18849499,2.908942976,3089.0,72.97767431,72.54518551,0.224723259,4.175100216,22,72.33523446,73.41032746,72.48797546,-0.003106287,3.943985223,26,0.0,72.53135059,72.62940866,72.72746673,72.92358286,73.31581513,74.29639581,72.82715019,73.82133846,72.45760449,0.503039708,3.745758,34,0.029411765,72.99864878
72.50902977,72.17192983,71.8348299,71.49772997,70.82353011,72.49116349,72.56166362,2.732361672,520,71.83336998,72.43589071,72.49347033,2.66706932,1171.0,71.99754898,72.01744987,71.92082182,2.604971436,2767.0,71.73229114,73.47284348,0.77369025,2.462468339,24,72.97982035,72.58731059,73.03607648,0.361886585,2.783856791,36,0.0,73.14648702,73.22982035,73.31315369,73.47982035,73.81315369,74.64648702,72.95745604,72.57951865,72.96995795,0.400080251,2.718620326,50,0.0,73.0988774
71.73685375,71.35996457,70.98307539,70.60618621,69.85240785,72.56806231,72.55523294,2.490535329,514,71.90644067,73.03513431,73.03505012,2.682501549,1130.0,72.58891122,72.91195098,72.83016701,2.851679384,2710.0,72.62380895,72.54506593,0.30224675,2.185661236,24,72.26929899,72.47733096,72.52319456,0.013519077,2.342755429,35,0.0,72.43832984,72.52284527,72.60736069,72.77639154,73.11445325,73.9596075,72.12264913,72.13634889,72.27626354,-0.37085652,2.051846793,62,0.0,72.24964926
72.0067247,71.64398657,71.28124845,70.91851032,70.19303407,73.12300295,73.33034741,3.063905862,521,72.46584102,73.2341878,73.42693837,2.911434801,1109.0,72.78375969,73.47758006,73.62825813,4.90157778,,,70.86738204,-1.951840934,2.608831029,22,71.65739574,72.26590889,70.98670378,-1.602236491,2.677078261,34,0.0,71.82889433,71.91464362,72.00039291,72.1718915,72.51488867,73.37238159,72.39854177,72.59350515,71.68057655,-0.925196625,2.968201314,55,0.018181818,72.53338175
73.22069158,72.85795345,72.49521533,72.1324772,71.40700095,73.4392955,72.87605037,2.531598816,511,72.77573456,73.31445243,72.96832171,2.961654412,996.0,72.83915924,73.81527853,73.54122765,4.726766113,,,74.04541295,0.66677492,2.745477864,22,73.5317413,73.22274309,73.92014753,0.176920524,2.517071447,35,0.0,73.70077215,73.78528758,73.869803,74.03883385,74.37689556,75.22204981,73.65751609,73.39834128,73.73873265,0.365505986,2.519412491,55,0.0,73.79235606
